SimulationTime	VehicleID	x	y	speed	angle
2159.00	PKW11774	2506.91	599.49	0.00	297.05
2159.00	PKW7929	2879.62	767.39	13.89	104.88
2159.00	PKW10433	2675.55	823.60	13.79	105.77
2159.00	PKW9801	2768.18	1964.25	0.00	11.84
2159.00	PKW11160	2508.85	1509.99	13.89	341.92
2159.00	PKW11432	1865.63	1836.19	2.60	214.99
2159.00	PKW10333	2822.12	2315.70	5.01	144.81
2159.00	PKW10830	2424.62	1980.94	0.00	243.52
2159.00	PKW9442	2233.75	2253.12	13.89	305.05
2159.00	PKW10964	2779.99	2388.40	2.60	138.62
2159.00	PKW10820	3156.73	1979.87	13.89	93.65
2159.00	routeFlow_bus3Zb.6	1436.85	1914.02	3.02	276.99
2159.00	PKW11249	1573.08	1154.78	0.00	298.14
2159.00	PKW10660	2397.80	2678.48	13.89	279.20
2159.00	PKW9460	2263.26	2232.05	13.89	305.78
2159.00	PKW10958	2347.65	2121.56	13.89	335.01
2159.00	PKW8749	1143.27	1632.81	0.00	79.98
2159.00	PKW11373	2820.33	1732.50	13.89	89.74
2159.00	PKW9868	2538.53	1352.11	9.90	317.39
2159.00	PKW11361	2224.08	441.49	13.00	94.55
2159.00	PKW10917	1258.15	1406.83	1.80	324.19
2159.00	PKW11044	1548.88	1168.59	2.90	300.95
2159.00	PKW11381	1897.10	2473.77	0.00	6.02
2159.00	PKW10614	1955.89	2630.78	0.00	23.09
2159.00	PKW11284	1999.56	1016.29	0.00	93.42
2159.00	PKW10308	2884.76	2243.85	13.89	159.07
2159.00	PKW11412	1555.12	1105.00	13.89	83.29
2159.00	PKW11064	2748.17	1868.81	0.00	11.84
2159.00	PKW11147	1648.03	578.06	0.00	95.73
2159.00	PKW11053	2374.35	364.70	11.94	170.60
2159.00	PKW9743	1154.12	1588.00	13.89	168.76
2159.00	PKW11226	1870.31	2055.40	13.22	154.71
2159.00	routeFlow_bus5Z.9	2765.85	1968.76	13.54	11.84
2159.00	PKW11264	2758.42	802.91	13.86	104.88
2159.00	PKW11107	1902.90	1392.81	0.00	209.59
2159.00	PKW10457	1084.12	1622.70	0.00	74.41
2159.00	PKW10972	2833.42	2310.78	6.50	144.81
2159.00	PKW8114	1656.42	1874.50	0.00	106.50
2159.00	PKW11438	2570.02	1203.96	7.32	354.04
2159.00	PKW9606	2771.25	1978.93	0.00	11.84
2159.00	PKW11672	1940.06	2698.43	0.00	124.52
2159.00	PKW10888	2382.64	314.69	13.89	170.60
2159.00	PKW10500	1356.08	1306.59	13.89	305.98
2159.00	PKW11808	2802.58	2725.53	13.89	178.68
2159.00	PKW10857	1999.45	2709.22	13.89	22.58
2160.00	PKW11879	2941.12	2182.22	0.00	330.57
2160.00	PKW11330	2541.94	2014.23	12.54	261.24
2160.00	PKW10417	3045.45	726.65	13.89	104.88
2160.00	PKW10366	1965.47	2651.21	0.00	25.12
2160.00	PKW11188	2503.36	2007.86	11.05	259.05
2160.00	PKW9278	2162.04	2303.31	13.89	306.03
2160.00	PKW10585	1956.13	2638.84	0.00	25.12
2160.00	routeFlow_bus34Zc.2	2288.45	2913.18	13.87	326.77
2160.00	PKW10722	2831.02	780.30	13.89	104.88
2160.00	PKW10538	2859.54	2291.30	9.04	114.37
2160.00	PKW11873	2723.07	2441.17	0.00	128.43
2160.00	PKW11418	2772.79	2391.59	2.60	132.31
2160.00	PKW11385	2874.52	2307.06	13.89	327.35
2160.00	PKW11725	1281.87	1375.09	0.00	322.58
2160.00	PKW10396	2851.69	774.81	13.89	104.88
2160.00	PKW11377	2806.38	2422.10	0.00	178.68
2160.00	PKW10843	1265.55	1402.04	13.07	324.19
2160.00	PKW11445	1491.45	1093.88	13.89	80.10
2160.00	LKW520	2939.19	754.88	13.89	104.88
2160.00	PKW10616	2849.64	2284.79	11.36	137.83
2160.00	PKW10780	2580.87	846.68	12.32	112.05
2160.00	PKW11108	2014.59	1012.30	0.00	92.11
2160.00	PKW11452	3106.35	1979.87	13.89	93.65
2160.00	PKW10230	1906.97	1407.06	0.00	212.61
2160.00	PKW10550	1448.07	1223.56	0.00	273.07
2160.00	PKW11313	2252.41	2675.82	0.00	89.61
2160.00	PKW10772	566.44	1067.50	13.89	267.77
2160.00	PKW9568	2772.79	1986.27	0.00	11.84
2160.00	PKW10122	2986.12	739.10	13.89	104.88
2160.00	PKW11501	1485.37	1096.05	13.89	80.92
2160.00	PKW11324	1860.63	2078.33	13.89	174.41
2160.00	PKW11491	2768.72	2390.98	0.00	132.31
2160.00	PKW11127	1896.63	1368.91	0.00	29.92
2160.00	PKW11388	1676.43	1875.56	0.00	288.41
2160.00	PKW11774	2504.84	601.06	2.60	304.55
2160.00	PKW7929	2893.04	763.83	13.89	104.88
2160.00	PKW10433	2688.96	820.30	13.82	103.81
2160.00	PKW10856	2369.46	872.97	13.89	219.46
2160.00	LKW577	1488.48	683.91	0.00	226.02
2160.00	PKW9801	2768.18	1964.25	0.00	11.84
2160.00	PKW11160	2504.54	1523.20	13.89	341.92
2160.00	PKW11432	1862.63	1831.91	5.20	214.99
2160.00	PKW10333	2825.13	2311.43	5.28	144.81
2160.00	PKW10830	2424.62	1980.94	0.00	243.52
2160.00	PKW9442	2222.22	2260.92	13.89	304.11
2160.00	PKW10964	2783.35	2384.39	5.20	139.99
2160.00	PKW10820	3170.59	1978.98	13.89	93.65
2160.00	routeFlow_bus3Zb.6	1432.91	1914.50	3.97	276.99
2160.00	PKW11249	1572.08	1155.32	1.13	298.14
2160.00	PKW10660	2383.98	2680.34	13.89	277.31
2160.00	PKW9460	2251.95	2240.15	13.89	305.60
2160.00	PKW10958	2341.78	2134.15	13.89	335.01
2160.00	PKW8749	1143.27	1632.81	0.00	79.98
2160.00	PKW11373	2834.22	1732.57	13.89	89.74
2160.00	PKW9868	2529.76	1361.02	12.50	314.48
2160.00	PKW11361	2237.88	440.36	13.89	93.38
2160.00	PKW10917	1258.15	1406.83	0.00	324.19
2160.00	PKW11044	1545.48	1170.62	4.05	300.95
2160.00	PKW11381	1897.10	2473.77	0.00	6.02
2160.00	PKW10614	1955.89	2630.78	0.00	23.09
2160.00	PKW11284	1999.56	1016.29	0.00	93.42
2160.00	PKW10308	2889.70	2230.96	13.89	159.07
2160.00	PKW11412	1569.74	1106.87	13.89	82.62
2160.00	PKW11064	2748.17	1868.81	0.00	11.84
2160.00	PKW11147	1648.03	578.06	0.00	95.73
2160.00	PKW11053	2376.62	351.00	13.89	170.60
2160.00	PKW9743	1157.24	1574.35	13.89	167.17
2160.00	PKW11226	1876.51	2043.27	13.89	149.92
2160.00	routeFlow_bus5Z.9	2768.32	1980.53	12.03	11.84
2160.00	PKW11264	2771.82	799.35	13.87	104.88
2160.00	PKW11107	1902.90	1392.81	0.00	209.59
2160.00	PKW10457	1084.12	1622.70	0.00	74.41
2160.00	PKW10972	2837.85	2304.36	7.80	145.73
2160.00	PKW8114	1656.42	1874.50	0.00	106.50
2160.00	PKW11438	2568.99	1213.87	9.91	354.04
2160.00	PKW9606	2771.25	1978.93	0.00	11.84
2160.00	PKW11672	1940.06	2698.43	0.00	124.52
2160.00	PKW10500	1344.83	1314.76	13.89	305.98
2160.00	PKW11808	2802.90	2711.65	13.89	178.68
2160.00	PKW10857	2004.07	2722.31	13.89	19.39
2161.00	PKW11879	2941.12	2182.22	0.00	330.57
2161.00	PKW11330	2529.08	2012.25	12.99	261.24
2161.00	PKW10417	3058.87	723.08	13.89	104.88
2161.00	PKW10366	1966.58	2653.57	2.60	25.12
2161.00	PKW11188	2493.65	2005.96	9.87	258.83
2161.00	PKW9278	2150.81	2311.48	13.89	306.03
2161.00	PKW10585	1956.13	2638.84	0.00	25.12
2161.00	routeFlow_bus34Zc.2	2281.06	2924.45	13.47	326.77
2161.00	PKW10722	2844.44	776.74	13.89	104.88
2161.00	PKW10538	2864.07	2290.97	4.54	94.09
2161.00	PKW11873	2723.07	2441.17	0.00	128.43
2161.00	PKW11418	2776.33	2387.78	5.20	137.33
2161.00	PKW11385	2866.94	2318.70	13.89	327.21
2161.00	PKW11725	1280.29	1377.16	2.60	322.58
2161.00	PKW10396	2865.11	771.25	13.89	104.88
2161.00	PKW11377	2806.38	2422.10	0.00	178.68
2161.00	PKW10843	1260.54	1408.98	8.57	324.19
2161.00	PKW11445	1505.19	1096.09	13.89	81.50
2161.00	LKW520	2952.61	751.31	13.89	104.88
2161.00	PKW10616	2860.57	2276.22	13.89	128.06
2161.00	PKW10780	2588.56	845.17	7.82	101.07
2161.00	PKW11108	2014.59	1012.30	0.00	92.11
2161.00	PKW11452	3120.21	1978.99	13.89	93.65
2161.00	PKW10230	1906.97	1407.06	0.00	212.61
2161.00	PKW10550	1448.07	1223.56	0.00	273.07
2161.00	PKW11313	2252.41	2675.82	0.00	89.61
2161.00	PKW10772	552.56	1066.96	13.89	267.77
2161.00	PKW9568	2772.79	1986.27	0.00	11.84
2161.00	PKW10122	2999.55	735.53	13.89	104.88
2161.00	PKW11501	1499.03	1098.40	13.89	80.55
2161.00	PKW11324	1863.53	2064.90	13.40	166.28
2161.00	PKW11127	1896.63	1368.91	0.00	29.92
2161.00	PKW11491	2770.64	2389.22	2.60	132.31
2161.00	PKW11388	1673.95	1876.36	2.60	288.13
2161.00	PKW11774	2502.96	605.68	5.20	338.91
2161.00	PKW7929	2906.46	760.26	13.89	104.88
2161.00	PKW10433	2702.40	817.00	13.83	103.81
2161.00	PKW10856	2360.63	862.25	13.89	219.46
2161.00	LKW577	1488.48	683.91	0.00	226.02
2161.00	PKW9801	2768.18	1964.25	0.00	11.84
2161.00	PKW11160	2500.23	1536.40	13.89	341.92
2161.00	PKW11432	1858.18	1825.50	7.80	214.82
2161.00	PKW10333	2829.60	2305.10	7.80	144.81
2161.00	PKW10830	2424.62	1980.94	0.00	243.52
2161.00	PKW9442	2210.56	2268.59	13.89	302.01
2161.00	PKW10964	2788.22	2378.25	7.80	142.54
2161.00	PKW10820	3184.45	1978.10	13.89	93.65
2161.00	routeFlow_bus3Zb.6	1431.16	1914.71	1.76	276.99
2161.00	PKW11249	1570.34	1156.25	1.98	298.14
2161.00	PKW10660	2370.09	2681.44	13.89	273.06
2161.00	PKW9460	2240.63	2248.25	13.89	305.60
2161.00	PKW10958	2335.91	2146.75	13.89	335.01
2161.00	PKW8749	1143.27	1632.81	0.00	79.98
2161.00	PKW11373	2848.11	1732.63	13.89	89.74
2161.00	PKW9868	2519.85	1370.75	13.89	314.48
2161.00	PKW11361	2251.75	439.62	13.89	93.05
2161.00	PKW10917	1258.15	1406.83	0.00	324.19
2161.00	PKW11044	1541.18	1173.21	5.13	300.95
2161.00	PKW11381	1897.10	2473.77	0.00	6.02
2161.00	PKW10614	1955.89	2630.78	0.00	23.09
2161.00	PKW11284	1999.56	1016.29	0.00	93.42
2161.00	PKW10308	2894.63	2218.07	13.89	159.07
2161.00	PKW11412	1584.58	1106.78	13.89	98.13
2161.00	PKW11064	2748.17	1868.81	0.00	11.84
2161.00	PKW11147	1648.03	578.06	0.00	95.73
2161.00	PKW11053	2378.89	337.30	13.89	170.60
2161.00	PKW9743	1160.79	1560.81	13.89	163.44
2161.00	PKW11226	1884.40	2031.95	13.89	145.61
2161.00	routeFlow_bus5Z.9	2770.09	1988.96	8.61	11.84
2161.00	PKW11264	2785.23	795.78	13.87	104.88
2161.00	PKW11107	1901.79	1390.47	2.60	207.45
2161.00	PKW10457	1084.12	1622.70	0.00	74.41
2161.00	PKW10972	2843.20	2296.97	9.10	141.96
2161.00	PKW8114	1659.00	1874.10	2.60	100.57
2161.00	PKW11438	2567.89	1226.25	12.50	355.03
2161.00	PKW9606	2771.25	1978.93	0.00	11.84
2161.00	PKW11672	1940.06	2698.43	0.00	124.52
2161.00	PKW10500	1333.59	1322.92	13.89	305.98
2161.00	PKW11808	2803.22	2697.77	13.89	178.68
2161.00	PKW10857	2008.68	2735.41	13.89	19.39
2162.00	PKW11879	2941.12	2182.22	0.00	330.57
2162.00	PKW11330	2518.14	2010.56	11.05	261.24
2162.00	PKW10417	3072.30	719.52	13.89	104.88
2162.00	PKW10366	1968.77	2658.25	5.15	25.12
2162.00	PKW11188	2488.43	2004.70	5.37	256.43
2162.00	PKW9278	2139.58	2319.65	13.89	306.03
2162.00	PKW10585	1956.13	2638.84	0.00	25.12
2162.00	routeFlow_bus34Zc.2	2273.48	2936.02	13.84	326.77
2162.00	PKW10722	2857.87	773.17	13.89	104.88
2162.00	PKW10538	2864.11	2290.97	0.04	94.09
2162.00	PKW11873	2723.07	2441.17	0.00	128.43
2162.00	PKW11418	2781.30	2381.88	7.80	140.09
2162.00	PKW11385	2859.52	2330.43	13.89	327.67
2162.00	PKW11725	1278.71	1379.23	2.60	322.58
2162.00	PKW10396	2878.54	767.68	13.89	104.88
2162.00	PKW11377	2806.38	2422.10	0.00	178.68
2162.00	PKW10843	1258.16	1412.28	4.07	324.19
2162.00	PKW11445	1519.01	1097.62	13.89	84.08
2162.00	LKW520	2966.03	747.75	13.89	104.88
2162.00	PKW10616	2870.74	2266.94	13.89	140.59
2162.00	PKW10780	2591.83	844.54	3.32	101.07
2162.00	PKW11108	2017.17	1012.16	2.60	92.55
2162.00	PKW11452	3134.07	1978.10	13.89	93.65
2162.00	PKW10230	1906.46	1406.08	1.11	210.03
2162.00	PKW10550	1445.43	1223.23	2.60	264.92
2162.00	PKW11313	2252.41	2675.82	0.00	89.61
2162.00	PKW10772	538.68	1066.42	13.89	267.77
2162.00	PKW9568	2772.79	1986.27	0.00	11.84
2162.00	PKW10122	3012.97	731.97	13.89	104.88
2162.00	PKW11501	1512.78	1100.19	13.89	84.12
2162.00	PKW11324	1866.31	2056.37	8.90	158.52
2162.00	PKW11491	2774.16	2385.40	5.20	137.56
2162.00	PKW11127	1897.92	1371.16	2.60	29.70
2162.00	PKW11388	1668.98	1877.88	5.20	286.92
2162.00	PKW11774	2502.14	613.69	7.23	347.58
2162.00	PKW7929	2919.89	756.70	13.89	104.88
2162.00	PKW10433	2715.85	813.69	13.85	103.81
2162.00	PKW10856	2351.80	851.52	13.89	219.46
2162.00	LKW577	1488.48	683.91	0.00	226.02
2162.00	PKW9801	2768.18	1964.25	0.00	11.84
2162.00	PKW11160	2495.82	1549.58	13.89	340.95
2162.00	PKW11432	1852.24	1816.96	10.40	214.82
2162.00	PKW10333	2835.34	2296.52	10.40	146.70
2162.00	PKW10830	2424.62	1980.94	0.00	243.52
2162.00	PKW9442	2199.16	2276.31	13.89	306.03
2162.00	PKW10964	2793.98	2369.54	10.40	147.60
2162.00	PKW10820	3198.31	1977.21	13.89	93.65
2162.00	routeFlow_bus3Zb.6	1430.81	1914.76	0.36	276.99
2162.00	PKW11249	1567.78	1157.62	2.90	298.14
2162.00	PKW10660	2356.73	2682.21	13.36	273.40
2162.00	PKW9460	2229.20	2256.20	13.89	304.11
2162.00	PKW10958	2330.04	2159.34	13.89	335.01
2162.00	PKW8749	1143.27	1632.81	0.00	79.98
2162.00	PKW11373	2862.00	1732.69	13.89	89.74
2162.00	PKW9868	2509.94	1380.49	13.89	314.48
2162.00	PKW11361	2265.17	439.34	13.89	90.16
2162.00	PKW10917	1257.39	1407.88	1.30	324.19
2162.00	PKW11044	1536.41	1176.51	5.80	304.98
2162.00	PKW11381	1897.10	2473.77	0.00	6.02
2162.00	PKW10614	1955.89	2630.78	0.00	23.09
2162.00	PKW11284	1999.56	1016.29	0.00	93.42
2162.00	PKW10308	2899.56	2205.18	13.89	159.07
2162.00	PKW11412	1597.96	1100.90	13.89	118.66
2162.00	PKW11064	2748.17	1868.81	0.00	11.84
2162.00	PKW11147	1648.03	578.06	0.00	95.73
2162.00	PKW11053	2381.16	323.60	13.89	170.60
2162.00	PKW9743	1165.55	1547.68	13.89	154.95
2162.00	PKW11226	1889.65	2019.29	13.89	144.35
2162.00	routeFlow_bus5Z.9	2771.19	1993.43	4.61	12.59
2162.00	PKW11264	2798.64	792.22	13.88	104.88
2162.00	PKW11107	1900.34	1385.51	5.20	195.97
2162.00	PKW10457	1084.12	1622.70	0.00	74.41
2162.00	PKW10972	2850.02	2288.97	10.40	139.57
2162.00	PKW8114	1664.22	1873.79	5.20	93.23
2162.00	PKW11438	2566.44	1239.90	13.78	353.34
2162.00	PKW9606	2771.25	1978.93	0.00	11.84
2162.00	PKW11672	1940.06	2698.43	0.00	124.52
2162.00	PKW10500	1323.93	1332.53	13.89	315.13
2162.00	PKW11808	2803.54	2683.90	13.89	178.68
2162.00	PKW10857	2013.35	2748.49	13.89	20.09
2163.00	PKW11879	2941.12	2182.22	0.00	330.57
2163.00	PKW11330	2508.41	2008.84	9.87	259.05
2163.00	PKW10417	3085.72	715.95	13.89	104.88
2163.00	PKW10077	2881.35	2286.45	0.00	71.67
2163.00	PKW10366	1970.66	2665.75	7.75	12.99
2163.00	PKW11188	2487.58	2004.50	0.87	256.43
2163.00	PKW9278	2128.34	2327.82	13.89	306.03
2163.00	PKW10585	1957.25	2641.21	2.60	25.12
2163.00	routeFlow_bus34Zc.2	2266.00	2947.44	13.65	326.77
2163.00	PKW10722	2871.29	769.61	13.89	104.88
2163.00	PKW10538	2864.11	2290.97	0.00	94.09
2163.00	PKW11873	2723.07	2441.17	0.00	128.43
2163.00	PKW11418	2787.51	2373.71	10.40	145.57
2163.00	PKW11385	2851.27	2341.60	13.89	322.89
2163.00	PKW11725	1276.33	1382.32	3.90	322.58
2163.00	PKW10396	2891.96	764.11	13.89	104.88
2163.00	PKW11377	2806.38	2422.10	0.00	178.68
2163.00	PKW10843	1258.16	1412.28	0.00	324.19
2163.00	PKW11445	1532.08	1095.85	13.89	88.88
2163.00	LKW520	2979.46	744.18	13.89	104.88
2163.00	PKW10616	2877.17	2254.74	13.89	159.07
2163.00	PKW10780	2591.83	844.54	0.00	101.07
2163.00	PKW11108	2022.30	1011.82	5.20	93.71
2163.00	PKW11452	3147.93	1977.22	13.89	93.65
2163.00	PKW10230	1905.65	1404.53	1.76	207.63
2163.00	PKW10550	1441.15	1222.69	4.21	262.84
2163.00	PKW11313	2252.41	2675.82	0.00	89.61
2163.00	PKW10772	524.80	1065.88	13.89	267.77
2163.00	PKW9568	2772.79	1986.27	0.00	11.84
2163.00	PKW10122	3026.40	728.40	13.89	104.88
2163.00	PKW11501	1525.87	1101.58	13.89	83.72
2163.00	PKW11324	1869.14	2050.38	6.54	154.76
2163.00	PKW11127	1900.50	1375.67	5.20	29.79
2163.00	PKW11491	2779.06	2379.60	7.80	140.05
2163.00	PKW11388	1661.45	1879.91	7.80	284.59
2163.00	PKW11774	2505.65	622.88	9.83	20.89
2163.00	PKW7929	2933.31	753.13	13.89	104.88
2163.00	PKW10433	2729.30	810.38	13.86	103.81
2163.00	PKW10856	2342.97	840.80	13.89	219.46
2163.00	LKW577	1488.48	683.91	0.00	226.02
2163.00	PKW9801	2768.18	1964.25	0.00	11.84
2163.00	PKW11160	2491.18	1562.67	13.89	339.88
2163.00	PKW11432	1844.82	1806.29	13.00	214.82
2163.00	PKW10333	2843.65	2286.72	13.00	139.40
2163.00	PKW10830	2424.62	1980.94	0.00	243.52
2163.00	PKW9442	2187.93	2284.48	13.89	306.03
2163.00	PKW10964	2800.89	2358.44	13.00	147.51
2163.00	PKW10820	3212.17	1976.33	13.89	93.65
2163.00	routeFlow_bus3Zb.6	1430.73	1914.77	0.08	276.99
2163.00	PKW11249	1564.32	1159.81	4.05	301.61
2163.00	PKW10660	2345.29	2682.61	11.41	270.62
2163.00	PKW9460	2217.68	2264.00	13.89	304.11
2163.00	PKW10958	2325.45	2169.29	10.99	335.27
2163.00	PKW8749	1143.27	1632.81	0.00	79.98
2163.00	PKW11373	2875.89	1732.76	13.89	89.74
2163.00	PKW9868	2499.26	1389.05	13.89	298.29
2163.00	PKW11361	2278.93	439.67	13.89	86.51
2163.00	PKW10917	1256.63	1408.94	1.30	324.19
2163.00	PKW11044	1530.76	1180.47	6.89	304.98
2163.00	PKW11381	1897.10	2473.77	0.00	6.02
2163.00	PKW10614	1955.89	2630.78	0.00	23.09
2163.00	PKW11284	1999.56	1016.29	0.00	93.42
2163.00	PKW10308	2906.49	2193.31	13.89	146.70
2163.00	PKW11412	1609.81	1093.61	13.89	121.58
2163.00	PKW11064	2748.17	1868.81	0.00	11.84
2163.00	PKW11147	1648.03	578.06	0.00	95.73
2163.00	PKW9743	1173.00	1535.92	13.89	154.20
2163.00	PKW11226	1897.75	2008.01	13.89	144.35
2163.00	routeFlow_bus5Z.9	2771.37	1994.11	0.70	12.79
2163.00	PKW11264	2812.06	788.66	13.88	104.88
2163.00	PKW11107	1895.39	1379.67	7.80	200.62
2163.00	PKW10457	1084.12	1622.70	0.00	74.41
2163.00	PKW10972	2858.92	2281.22	11.70	128.49
2163.00	PKW8114	1672.03	1873.39	7.80	96.01
2163.00	PKW11438	2564.84	1253.59	13.81	353.34
2163.00	PKW9606	2771.25	1978.93	0.00	11.84
2163.00	PKW11672	1940.06	2698.43	0.00	124.52
2163.00	PKW10500	1314.17	1342.40	13.89	315.40
2163.00	PKW11808	2803.86	2670.02	13.89	178.68
2163.00	PKW10857	2018.17	2761.51	13.89	20.32
2164.00	PKW11879	2939.85	2184.48	2.60	330.57
2164.00	PKW11330	2503.13	2007.82	5.37	259.05
2164.00	PKW10417	3099.15	712.38	13.89	104.88
2164.00	PKW10077	2881.35	2286.45	0.00	71.67
2164.00	PKW10366	1970.53	2675.82	10.35	346.15
2164.00	PKW11188	2487.58	2004.50	0.00	256.43
2164.00	PKW9278	2117.11	2335.99	13.89	306.03
2164.00	PKW10585	1959.45	2645.91	5.15	25.12
2164.00	routeFlow_bus34Zc.2	2258.65	2958.66	13.41	326.77
2164.00	PKW10722	2884.71	766.04	13.89	104.88
2164.00	PKW10538	2864.11	2290.97	0.00	94.09
2164.00	PKW11873	2723.07	2441.17	0.00	128.43
2164.00	PKW11418	2794.35	2362.84	13.00	148.92
2164.00	PKW11385	2844.27	2353.52	13.89	334.08
2164.00	PKW11725	1272.54	1387.29	6.25	322.58
2164.00	PKW10396	2905.39	760.55	13.89	104.88
2164.00	PKW11377	2806.38	2422.10	0.00	178.68
2164.00	PKW10843	1258.16	1412.28	0.00	324.19
2164.00	PKW11445	1545.89	1097.47	13.89	83.31
2164.00	LKW520	2992.88	740.62	13.89	104.88
2164.00	PKW10616	2882.13	2241.77	13.89	159.07
2164.00	PKW10780	2591.83	844.54	0.00	101.07
2164.00	PKW11108	2030.01	1011.32	7.80	93.71
2164.00	PKW11452	3161.79	1976.33	13.89	93.65
2164.00	PKW10230	1907.28	1400.75	2.55	207.60
2164.00	PKW10550	1440.45	1222.60	0.69	262.84
2164.00	PKW11313	2252.41	2675.82	0.00	89.61
2164.00	PKW10772	510.92	1065.34	13.89	267.77
2164.00	PKW9568	2772.79	1986.27	0.00	11.84
2164.00	PKW10122	3039.82	724.84	13.89	104.88
2164.00	PKW11501	1539.19	1103.12	13.89	83.29
2164.00	PKW11324	1869.42	2044.21	6.54	183.68
2164.00	PKW11491	2785.16	2371.56	10.40	145.74
2164.00	PKW11127	1904.37	1382.45	7.80	29.70
2164.00	PKW11388	1651.28	1882.11	10.40	281.56
2164.00	PKW11774	2510.09	634.51	12.43	20.89
2164.00	PKW7929	2946.74	749.56	13.89	104.88
2164.00	PKW10433	2742.82	807.05	13.87	103.88
2164.00	PKW10856	2334.15	830.08	13.89	219.46
2164.00	LKW577	1488.48	683.91	0.00	226.02
2164.00	PKW9801	2768.18	1964.25	0.00	11.84
2164.00	PKW11160	2486.40	1575.71	13.89	339.88
2164.00	PKW11432	1836.89	1794.89	13.89	214.82
2164.00	PKW10333	2853.95	2277.72	13.89	127.65
2164.00	PKW10830	2424.62	1980.94	0.00	243.52
2164.00	PKW9442	2176.69	2292.65	13.89	306.03
2164.00	PKW10964	2808.48	2346.76	13.89	146.36
2164.00	PKW10820	3226.03	1975.44	13.89	93.65
2164.00	routeFlow_bus3Zb.6	1430.72	1914.77	0.01	276.99
2164.00	PKW11249	1560.43	1165.39	6.65	325.92
2164.00	PKW10660	2331.67	2685.93	13.89	280.44
2164.00	PKW9460	2205.91	2271.50	13.89	302.02
2164.00	PKW10958	2324.44	2175.46	6.49	355.44
2164.00	PKW8749	1143.27	1632.81	0.00	79.98
2164.00	PKW11373	2889.78	1732.82	13.89	89.74
2164.00	PKW9868	2488.15	1397.37	13.89	307.64
2164.00	PKW11361	2292.63	441.12	13.89	83.95
2164.00	PKW10917	1256.02	1409.77	1.03	324.19
2164.00	PKW11044	1524.53	1185.28	7.87	309.18
2164.00	PKW11381	1897.10	2473.77	0.00	6.02
2164.00	PKW10614	1957.00	2633.14	2.60	24.33
2164.00	PKW11284	2002.16	1016.13	2.60	93.42
2164.00	PKW10308	2914.07	2181.78	13.89	146.70
2164.00	PKW11412	1619.98	1084.96	13.89	135.26
2164.00	PKW11064	2748.17	1868.81	0.00	11.84
2164.00	PKW11147	1648.03	578.06	0.00	95.73
2164.00	PKW9743	1178.50	1523.12	13.89	156.77
2164.00	PKW11226	1905.84	1996.72	13.89	144.35
2164.00	routeFlow_bus5Z.9	2771.90	1995.85	1.82	13.54
2164.00	PKW11264	2825.47	785.09	13.88	104.88
2164.00	PKW11107	1890.25	1370.63	10.40	209.77
2164.00	PKW10457	1084.12	1622.70	0.00	74.41
2164.00	PKW10972	2869.22	2273.05	13.00	128.33
2164.00	PKW8114	1681.99	1870.34	10.40	108.41
2164.00	PKW11438	2563.24	1267.30	13.83	353.34
2164.00	PKW9606	2771.25	1978.93	0.00	11.84
2164.00	PKW11672	1940.06	2698.43	0.00	124.52
2164.00	PKW10500	1304.67	1352.37	13.89	317.73
2164.00	PKW11808	2804.18	2656.14	13.89	178.68
2164.00	PKW10857	2022.99	2774.53	13.89	20.32
2165.00	PKW11879	2937.30	2188.99	5.20	330.57
2165.00	PKW11330	2502.27	2007.65	0.87	259.05
2165.00	PKW10077	2881.35	2286.45	0.00	71.67
2165.00	PKW10366	1965.28	2687.39	12.95	323.96
2165.00	PKW11188	2487.58	2004.50	0.00	256.43
2165.00	PKW9278	2105.88	2344.16	13.89	306.03
2165.00	PKW10585	1962.77	2652.99	7.75	25.12
2165.00	routeFlow_bus34Zc.2	2251.06	2970.25	13.85	326.77
2165.00	PKW10722	2898.14	762.47	13.89	104.88
2165.00	PKW10538	2864.11	2290.97	0.00	94.09
2165.00	PKW11873	2723.07	2441.17	0.00	128.43
2165.00	PKW11418	2801.69	2351.24	13.89	147.56
2165.00	PKW11385	2838.20	2366.01	13.89	334.08
2165.00	PKW11725	1270.68	1389.72	3.05	322.58
2165.00	PKW10396	2918.81	756.98	13.89	104.88
2165.00	PKW11377	2806.38	2422.10	0.00	178.68
2165.00	PKW10843	1258.16	1412.28	0.00	324.19
2165.00	PKW11445	1559.65	1099.12	13.89	82.80
2165.00	LKW520	3006.30	737.05	13.89	104.88
2165.00	PKW10616	2887.09	2228.79	13.89	159.07
2165.00	PKW10780	2591.83	844.54	0.00	101.07
2165.00	PKW11108	2040.28	1010.66	10.40	93.71
2165.00	PKW11452	3175.65	1975.45	13.89	93.65
2165.00	PKW10230	1904.84	1396.21	5.15	208.31
2165.00	PKW10550	1440.45	1222.60	0.00	262.84
2165.00	PKW11313	2252.41	2675.82	0.00	89.61
2165.00	PKW10772	497.05	1064.80	13.89	267.77
2165.00	PKW9568	2773.33	1988.82	2.60	11.84
2165.00	PKW10122	3053.25	721.27	13.89	104.88
2165.00	PKW11501	1552.92	1104.74	13.89	83.29
2165.00	PKW11324	1864.18	2040.40	6.54	237.28
2165.00	PKW11127	1909.51	1391.47	10.40	29.67
2165.00	PKW11491	2791.85	2360.86	13.00	149.10
2165.00	PKW11388	1638.50	1884.50	13.00	280.24
2165.00	PKW11774	2515.05	647.50	13.89	20.89
